plant,planner,planner_arg,seed,rep,wall_s,return_sum,return_mean,steps_survived,survived,diverged,frac_diverged,plan_return_mean,optimism_gap,pred_err_1step,vel_err,yaw_rate_err,torque_rms
2.0,1.0,1.0,4,0,1.0121092796325684,13.963606834411621,0.7349266754953485,19.0,0.0,0.0,0.017393304242028132,-0.9102926701307297,-1.6452193456260782,0.09202261574359404,0.2394118571751996,1.3122766636508076,29.103444365814337
0.5,0.5,match,5,0,0.649627685546875,8.141127943992615,0.8141127943992614,10.0,0.0,0.0,0.042394653945747346,-0.42170463667975533,-1.2358174310790169,0.000489928954064251,0.13120799772441388,0.1626880956813693,32.87804697515335
0.5,1.0,1.0,5,0,0.6793835163116455,9.002709150314331,0.8184281045740301,11.0,0.0,0.0,0.012962417607195676,-0.2085653230547905,-1.0269934276288206,0.06062276037409901,0.20136437903751025,0.34511340460316703,30.527177984412965
0.6,0.6,match,5,0,0.6252250671386719,7.467238664627075,0.8296931849585639,9.0,0.0,0.0,0.02848339974298142,-0.36058352515101433,-1.1902767101095781,2.224027832653519e-05,0.1678505606121487,0.20131305853525797,28.723922121700127
0.6,1.0,1.0,5,0,0.6379168033599854,8.371990621089935,0.8371990621089935,10.0,0.0,0.0,0.007006125977366335,-0.3531917714410358,-1.1903908335500293,0.030575397113958996,0.14694646671414374,0.38509332984685896,31.340632999262056
0.7,0.7,match,5,0,0.5333492755889893,5.78535270690918,0.8264789581298828,7.0,0.0,0.0,0.01695135433692485,-0.06782981504996617,-0.894308773179849,0.028694241002540366,0.1371608344571931,0.1566777415573597,31.12754940025056
0.7,1.0,1.0,5,0,0.6410491466522217,8.211205661296844,0.8211205661296844,10.0,0.0,0.0,0.008578708434167007,-0.21911102698908913,-1.0402315931187736,0.02603980598764287,0.19492250457406043,0.7074839819222689,30.12637928697823
1.0,1.0,match,5,0,0.6924731731414795,9.020816385746002,0.8200742168860002,11.0,0.0,0.0,0.018862855434417725,-0.4051479697227478,-1.225222186608748,3.877652234223206e-05,0.17984156649221072,0.2970170524309982,31.805915065158906
1.0,1.0,1.0,5,0,0.9553663730621338,14.222884356975555,0.8366402562926797,17.0,0.0,0.0,0.047575025258993264,-0.49773438507691026,-1.3343746413695898,2.575031771812064e-05,0.14909042253652038,0.3445383952382733,31.852186581418877
1.4,1.4,match,5,0,2.0603833198547363,36.28231585025787,0.8245980875058607,44.0,0.0,0.0,0.003432189586821424,0.1448909242225941,-0.6797071632832666,0.0027880899705831877,0.22596010131846098,0.4982615676285191,24.249416583836148
1.4,1.0,1.0,5,0,1.5032787322998047,16.85116684436798,0.5617055614789327,30.0,0.0,0.0,0.02116086400627833,-0.9070311260634455,-1.4687366875423782,0.02526440301203522,0.4155546649048726,0.5576843465367953,31.378228399134674
2.0,2.0,match,5,0,3.3398208618164062,55.535146832466125,0.7404686244328816,75.0,0.0,0.0,0.0009787237321614993,0.15069345073975823,-0.5897751736931234,0.001175155400546459,0.3311454824606578,0.8494545011222363,29.774833255517656
2.0,1.0,1.0,5,0,0.9853219985961914,14.00020843744278,0.77778935763571,18.0,0.0,0.0,0.008227827972458565,-0.6866802205057705,-1.4644695781414805,0.045845189652241325,0.25372021666003597,0.42097464110702276,36.46617106740763
0.5,0.5,match,6,0,0.6927869319915771,8.658109605312347,0.7871008732102134,11.0,0.0,0.0,0.0482771968934685,-0.5913022041320801,-1.3784030773422935,3.450854892435018e-05,0.15857074951583688,0.4561863375658339,31.050317508066485
0.5,1.0,1.0,6,0,0.6498377323150635,7.66976523399353,0.7669765233993531,10.0,0.0,0.0,0.011306325594584147,-0.32842721458938384,-1.095403737988737,0.051650400170021586,0.12686861343681813,0.2698648374527693,36.16607776168246
0.6,0.6,match,6,0,0.6577072143554688,7.468078196048737,0.8297864662276374,9.0,0.0,0.0,0.029941427696030587,-0.4522662088274956,-1.2820526750551329,2.3670938048780954e-05,0.15406124004059368,0.3651019061605136,28.005166379435906
0.6,1.0,1.0,6,0,0.6280345916748047,7.448953628540039,0.8276615142822266,9.0,0.0,0.0,0.0075036585330963135,-0.23903831839561462,-1.0666998326778412,0.031154692987911403,0.17747538247042233,0.22550224512815475,32.54857293572039
0.7,0.7,match,6,0,0.8300576210021973,11.701353192329407,0.8358109423092434,14.0,0.0,0.0,0.03124975790986075,-0.5511929140641139,-1.387003856373357,2.2008449412589052e-05,0.15437234964753901,0.9217807288680758,27.553185354910937
0.7,1.0,1.0,6,0,0.6206960678100586,7.501986742019653,0.8335540824466281,9.0,0.0,0.0,0.012597605586051941,-0.17754848673939705,-1.0111025691860251,0.02061383065301925,0.15478442195389006,0.31811878747410244,30.381770156990175
1.0,1.0,match,6,0,0.9700155258178711,15.00537395477295,0.8336318863762749,18.0,0.0,0.0,0.031039524083847508,-0.5096743759863517,-1.3433062623626266,0.00019234573911115362,0.13807441997859213,0.4249937002443605,28.040996435808232
1.0,1.0,1.0,6,0,0.7614362239837646,11.024903416633606,0.8480694935872004,13.0,0.0,0.0,0.032247430082255356,-0.43745877717932063,-1.285528270766521,0.003942631026651118,0.17427909144988427,0.16122220528240389,32.67755472091373
1.4,1.4,match,6,0,0.7640867233276367,10.876725375652313,0.8366711827424856,13.0,0.0,0.0,0.004851959150983021,-0.1194207314401865,-0.9560919141826721,0.005161102614238189,0.18525542720006064,0.27846349073717225,28.51396847961153
1.4,1.0,1.0,6,0,0.597985029220581,7.657834351062775,0.8508704834514194,9.0,0.0,0.0,0.009114199870964512,-0.28891557082533836,-1.1397860542767577,0.02657578127400484,0.09217141713533136,0.21503188461065292,28.573076548808743
2.0,2.0,match,6,0,1.003922700881958,15.103698909282684,0.839094383849038,18.0,0.0,0.0,0.0009703439838417313,0.21452401633210041,-0.6245703675169376,0.00040555355922954143,0.16345139116876656,0.21166619373899367,28.609488277233037
2.0,1.0,1.0,6,0,1.0859544277191162,13.139541268348694,0.6569770634174347,20.0,0.0,0.0,0.009817366849778122,-1.7983778221042532,-2.455354885521688,0.060892505375178235,0.304067163169384,0.2800233677960932,27.10306554537304
0.5,0.5,match,7,0,0.6765360832214355,9.196823239326477,0.8360748399387706,11.0,0.0,0.0,0.03555880067870021,-0.5371419012546539,-1.3732167411934246,2.6463547874300276e-05,0.15838131884282286,0.7525111874565482,28.691131658094076
0.5,1.0,1.0,7,0,0.5276427268981934,5.800930082798004,0.828704297542572,7.0,0.0,0.0,0.00633642275352031,-0.33718101773411036,-1.1658853152766824,0.10549287622173627,0.13707369140216283,0.29000635711210115,34.29332582361941
0.6,0.6,match,7,0,0.6837868690490723,9.13535887002945,0.8304871700026772,11.0,0.0,0.0,0.04554415703751147,-0.5276110485196114,-1.3580982185222887,3.104651837020356e-05,0.16282827474854208,0.25093827464363794,28.247604059826713
0.6,1.0,1.0,7,0,0.8162684440612793,11.685754895210266,0.8346967782293048,14.0,0.0,0.0,0.009163942707415957,-0.5473328141065744,-1.3820295923358792,0.040060618319190465,0.16722417516367777,0.5182265021971294,28.12700184313028
0.7,0.7,match,7,0,0.5949351787567139,7.566322684288025,0.8407025204764472,9.0,0.0,0.0,0.024170321237761527,-0.43193386495113373,-1.2726363854275808,1.945858332419448e-05,0.14992476834191215,0.32831765214602154,28.897182265344124
0.7,1.0,1.0,7,0,0.48567891120910645,4.922602415084839,0.8204337358474731,6.0,0.0,0.0,0.005680818553082645,-0.06947574913501739,-0.8899094849824906,0.02361560668796301,0.16287415102124214,0.04180902491013209,35.40133215342757
1.0,1.0,match,7,0,0.8273642063140869,11.761036694049835,0.8400740495749882,14.0,0.0,0.0,0.03278146157614314,-0.34692320456871617,-1.1869972541437044,0.015603516134783254,0.17507160920649767,0.1588297002017498,31.816979644514156
1.0,1.0,1.0,7,0,0.7597136497497559,10.97672986984253,0.844363836141733,13.0,0.0,0.0,0.020253777503967285,-0.26702867075800896,-1.1113925068997421,0.016649749087491728,0.16555878462699744,0.15819850406394556,31.82401344355625
1.4,1.4,match,7,0,1.528379201889038,19.46798700094223,0.6279995806755558,31.0,0.0,0.0,0.011543839772154266,-0.7392446807896097,-1.3672442614651654,0.0038537504090072616,0.37881383251759315,0.7655342344434992,27.990514212004832
1.4,1.0,1.0,7,0,0.6800737380981445,8.981538534164429,0.8165035031058572,11.0,0.0,0.0,0.013333330163732171,-0.5131093412637711,-1.3296128443696282,0.04940347950905562,0.13169472190466794,0.4145942013710737,35.45195517158795
2.0,2.0,match,7,0,1.9164128303527832,27.87896555662155,0.6799747696736964,41.0,0.0,0.0,0.0017801362278987653,-0.06618255525827407,-0.7461573249319705,0.0010285612121720077,0.3501182199433083,0.9189207671528182,31.011829109205664
